Name,Species,Gender,Personality,Hobby,Birthday,Catchphrase,Favorite Song,Style 1,Style 2,Color 1,Color 2,Wallpaper,Flooring,Furniture List,Filename,Unique Entry ID,image
Cyrano,Anteater,Male,Cranky,Education,9-Mar,ah-CHOO,K.K. Lament,Cool,Active,Yellow,Beige,shoji screen,tatami,722;3230;3658;3556;3554;7048;7047;716,ant00,JaNDeYdAuiJCYZbAx,https://lh3.googleusercontent.com/docsubipk/AJV0LNuZN-sp4mIN5-FPKXKhvO1IzdEyV_msNOcSqtDcDmbwBPZ8IJGy_TOJwMa3vC9VdORuLRzzv4xS1j4dKS1ekY2wlfLwOv2NrqBQEfrcM6O1=s75-w75-h74
Daisy,Dog,Female,Normal,Education,16-Nov,bow-WOW,Forest Life,Simple,Cute,Colorful,Blue,blue blossoming wall,simple white flooring,4125;4132;3701;3702;2560;4003;4111;7134;3467;7132;3252;7346,dog07,2u92atfG2uMg2J8sS,https://lh3.googleusercontent.com/docsubipk/AJV0LNsMc-v_pwPnD9myhdMPGVh7wSSOZt91gAf9q9LKytmZPR3GZjswtSkIP5lVWqPTlE4VsrY6OVYhDswWTuZdrHP30Lb64t-CLpoEgGa6iUT3=s75-w75-h74
Deena,Duck,Female,Normal,Education,27-Jun,woowoo,Mr. K.K.,Simple,Cute,Colorful,Blue,perforated-board wall,natural-block flooring,1875;3681;1058;1449;833;2012;1308;1308;4121;1744,duk04,dXBazBPxXu9QGrAzM,https://lh3.googleusercontent.com/docsubipk/AJV0LNtBdYc6TdBrcYw70SX9c0bL0jAqugWj4WZaLP1p-phbpvq1xSj0TIu4UetENc7mZwSCyBWX6iEuYNQEl5KOymHDfBgx0MrBXrlIyL3Y0UyY=s75-w75-h74
Deirdre,Deer,Female,Big Sister,Play,4-May,whatevs,K.K. Bossa,Simple,Simple,Orange,Orange,autumn wall,colored-leaves flooring,7142;4038;808;4003;6081;4708;805;1620;3808;6075;6078,der04,ibnMhhdYMGHYr9RAZ,https://lh3.googleusercontent.com/docsubipk/AJV0LNseIbXQ0Lr9mZGMUifsOTumpZ2O83n8nU5QpyWlwuCdSarrwe8gPF5JEijd0SGH788OvEnxi9xg7DqiQR3mPxx9JkXNe_G_Sqndqohl_2jh=s75-w75-h74
Del,Alligator,Male,Cranky,Fitness,27-May,gronk,Pondering,Cool,Simple,Blue,White,industrial wall,ship deck,3563;3943;3560;3992;1567;1567;8417;7529;7529;7526;4026;7280;7280;3560;7528;7262;7599;7280,crd04,Eqn3ZXJtMBrEYtm7u,https://lh3.googleusercontent.com/docsubipk/AJV0LNsWfPFSmMz9bmvwB-2D3FfWt0JBp4I6uijjReMdPV6a77UuF1HT5KP5_CgdGWCe9S9JwBHCFy0puSlyKE71CrLn_pIhlLlJQAaP54su_LA0=s75-w75-h74
Deli,Monkey,Male,Lazy,Nature,24-May,monch,K.K. Étude,Gorgeous,Elegant,Purple,Brown,blue simple-cloth wall,simple blue flooring,4125;3584;929;3701;3702;2554;3490;3438;2560;2605;7134;4111;1411;4003;1850;7467,mnk08,zh7aML2hmMKy5bbiR,https://lh3.googleusercontent.com/docsubipk/AJV0LNsd89NtfkvK5OHDESwVu-cHLzJoZx1zb_COoM1-uc6_fYiM8G8pNebETbLASHuUpdUtuZT_1GokmTgGVsYi70u60ibsEtEdNM1ZqQk0sxRR=s75-w75-h74
Derwin,Duck,Male,Lazy,Play,25-May,derrrr,K.K. Stroll,Simple,Elegant,Yellow,Beige,backyard-fence wall,backyard lawn,4003;4379;4379;2329;3509;2329;1116;1631;1199,duk08,nBcDHyXheHurcisiL,https://lh3.googleusercontent.com/docsubipk/AJV0LNtJsWsNVzHe24G0U6E3POpmZIizK-WYNHEj97g5MY_-eOcptCFwYGEPRZUnAXLN9u2stYkdSPM_rXNBLnsS8N-ZOye17ZocBOpIjCiYYx2l=s75-w75-h74
Diana,Deer,Female,Snooty,Education,4-Jan,no doy,Farewell,Elegant,Gorgeous,Purple,Pink,white botanical-tile wall,stone tile,3468;4054;1840;4017;3983;4051;3340;7236;742;4046;10244,der08,QGyW9QJjjxo3jta6j,https://lh3.googleusercontent.com/docsubipk/AJV0LNsJ_jaQ1FuNF_-YQVzEgJVCUBVNrAjNbuNxmeq1j05Mal_-llYPrsNN10lMhrVGnG86f35SK-rE7Q5ZKIZBTEYnRsrdwO7EGseS0jTCEhDw=s75-w75-h74
Diva,Frog,Female,Big Sister,Fitness,2-Oct,ya know,K.K. Oasis,Gorgeous,Elegant,Purple,Light blue,ancient wall,rocky-mountain flooring,5959;5959;8702;8702;8825;3473;3772;5165;5165;5165,flg18,FmQ9x68HncTm8vdsG,https://lh3.googleusercontent.com/docsubipk/AJV0LNv6omiB-EK1nY34fS5TXOUXUZgRJ6uESlg2GZDdx5Rxld91_8XGu7beehmdWrkQn-vLQaKlxy_EbzEZHmdPQsKr0r57zvZXVlcHzXy_fCWv=s75-w75-h74
Dizzy,Elephant,Male,Lazy,Play,14-Jul,woo-oo,Two Days Ago,Simple,Simple,Yellow,Blue,yellow playroom wall,backyard lawn,86;1558;3623;5543;4111;3584;85;3205;1557;1561,elp01,vthzJrsaM6Y7dykA5,https://lh3.googleusercontent.com/docsubipk/AJV0LNsBIdHW76jcIflwRAzz1TxSHjO1z5IBAF26U3pezVDq4JxGSUkQB56z9uCz3jc_Q_XpCWN-4wlaENajMtyTR9ry6rTFFIt3X3Ko7PDYJm0=s75-w75-h74
Dobie,Wolf,Male,Cranky,Nature,17-Feb,ohmmm,Agent K.K.,Simple,Cool,Brown,Beige,classic-library wall,dark herringbone flooring,3784;3561;1759;8036;3951;4106;4029;4034;4116;3672;1750;3672;3958;3783;794;1759;4110;1211,wol04,YjMXvmH5eovNYShdE,https://lh3.googleusercontent.com/docsubipk/AJV0LNs-kYjr9QqLIGjK1dFuF6OHt8OwxDLGkRuffUOYluOmDxCQtzuprDcIH4nOO66aJ1AhcodoTBiHZNmtu7L3_Z39lVOrrwB8KuZJYn0KU25e=s75-w75-h74
Doc,Rabbit,Male,Lazy,Education,16-Mar,old bunny,Pondering,Simple,Elegant,Gray,Beige,classic-library wall,dark-block flooring,1326;3784;4125;4125;2012;3951;4106;794;3584;4030;4072;3683;3783;7348;7333;4016;1929,rbt10,iasth9JRLdRvLzuQ7,https://lh3.googleusercontent.com/docsubipk/AJV0LNtdq9NoF0rTtoofyA1N68ptJqF_4jXD2VEn0qjwtL-SqT1eziXoFayCHTDS9mCDUhjwrrHoRwV7dUm8SGUxJ5Au9Es03TuA-dGu6hmHvuFt=s75-w75-h74
Dom,Sheep,Male,Jock,Play,18-Mar,indeedaroo,K.K. Country,Active,Cute,Red,Colorful,backyard-fence wall,backyard lawn,3675;1708;4038;5970;3962;5973;338;5973;4042;5973;1157;1631;1082;5973,shp15,T6YJZ7vj2X52zmDcp,https://lh3.googleusercontent.com/docsubipk/AJV0LNuCyrvdlTVwOecRThZGXGivHYVAATgNga5nzFm57Xe4kPR_cuNVHxYudtYyjxf_Jl5BKWuCxNkwj2SXalSItkOAcGIkmuR-vBfx-i57jtvo=s75-w75-h74
Dora,Mouse,Female,Normal,Education,18-Feb,squeaky,K.K. Faire,Simple,Elegant,Blue,Light blue,dojo wall,floral rush-mat flooring,717;10743;739;3230;3557;7047;10742;3554;7048;7282,mus00,9Qpj5fqp4E8PvGGFw,https://lh3.googleusercontent.com/docsubipk/AJV0LNtAqdcBywVFvJBGSecxuV0Ag-oACReWqb8S8EWEq_EMPV77-m4nKT9OQGGmCtub4--Sr-nvlTLKnovmcucmrdVjBzfxdDNYjMqyhxITPM7s=s75-w75-h74
Dotty,Rabbit,Female,Peppy,Fashion,14-Mar,wee one,Drivin',Simple,Cute,Blue,Black,green intricate wall,pine-board flooring,3251;4027;1845;2561;4132;928;2605;7134;3436;9766;7137;3438;3275;7354;3467;3282;4338,rbt01,CRMJaAokcTnrXsQdp,https://lh3.googleusercontent.com/docsubipk/AJV0LNss1CMfGv-m9YdFnEMTFn3j0AVMFdbPoelhFl9e1llWs4NprwV-4J-FQ8QwBCgI87uJ6kQS7hHIsqmudzW0uH-WjPQ9NidoOcGGPJ5C3kIi=s75-w75-h74
Drago,Alligator,Male,Lazy,Nature,12-Feb,burrrn,Imperial K.K.,Elegant,Gorgeous,Orange,Red,imperial wall,imperial tile,3971;6031;6031;7797;7796;8415;8415;3972;794;3970;3972;7021,crd08,qjqzytG4LCEoong4w,https://lh3.googleusercontent.com/docsubipk/AJV0LNspx8Foke0s-nUr7qya7te-ODMft_XQw-yKkNSIiqV_zN3beVe4lIK04JdwpHVr1uz-UClZD92G35e2W8s6vgVp9YhR9WbjTJcr1TRcJEBo=s75-w75-h74
Drake,Duck,Male,Lazy,Play,25-Jun,quacko,K.K. Blues,Cool,Simple,Brown,Red,cabin wall,common flooring,85;2605;3122;4572;4044;2560;4338;4119;8035;3438;742;2731,duk09,CKAsCWnKjfQYG8R7v,https://lh3.googleusercontent.com/docsubipk/AJV0LNusIcxIwwTqIPe_DpSjD-ziniFv_au07LajtQNnvb8rUnfZkCNQA7OXj7vMCQxfi280p6jmUirGKXgrW79sVBHgdf4BiX11ty8y3TbXkoU=s75-w75-h74
Drift,Frog,Male,Jock,Fitness,9-Oct,dribbit,K.K. Metal,Simple,Active,Orange,Red,gray shanty wall,skull-print flooring,941;3563;8417;3943;3200;3194;3196;132;4757;1288,flg04,gf6jM4si5zSEFjf9w,https://lh3.googleusercontent.com/docsubipk/AJV0LNvrrf87_UYS7OrqrEh-XHXAjD19D6inuh4jM1xu29Y6rZgjYqYMn3OTC7_64s8w2wkm6GFeOGjHMEMaZCfIKPW9f3muoGqbFO9h1xMWiZI=s75-w75-h74
Ed,Horse,Male,Smug,Nature,16-Sep,greenhorn,K.K. Ballad,Gorgeous,Elegant,Black,Gray,blue delicate-blooms wall,rosewood flooring,2554;4015;3957;4106;3951;3949;4028;742;6545;796,hrs06,JmHu7aFcqj9hxKupZ,https://lh3.googleusercontent.com/docsubipk/AJV0LNvqs9HFZDAHOmW2RAuyZo2uXairLC3vi1GuhgyWZ9W8Hm7T_vDnG_-lXYvfvzqfaaHQJv7mvZ9UXQUt0IKHdMmj2eSEeqRC0hk0e7B8g94Z=s75-w75-h74
Egbert,Chicken,Male,Lazy,Play,14-Oct,doodle-duh,Lucky K.K.,Simple,Simple,Beige,Brown,cabin wall,wooden-knot flooring,3468;3468;1232;4015;3689;3689;4044;4044;4037;7333;7333;4042;7333;1892;4048,chn02,jRwtNxCCWuznSMCZy,https://lh3.googleusercontent.com/docsubipk/AJV0LNun9PBnFN3Cz0NHp-gUxngM5P522jofvLBnaiIr0gVeBOJsh8cF2vwvLLvpFJ0wdD9KDH9PLoy6gLRpp6jEIYPJhLFDjrl8ot6nP3Z_sKR-=s75-w75-h74
Elise,Monkey,Female,Snooty,Fashion,21-Mar,puh-lease,K.K. Bossa,Elegant,Gorgeous,Purple,Red,abstract wall,simple purple flooring,3971;3957;4053;3615;4046;3784;4129;4027;3958;4015;3783;794;1211,mnk05,taRZ4jRFMGPkxCZo4,https://lh3.googleusercontent.com/docsubipk/AJV0LNtvJSr1KYSqhv1Q_6Q9BeZapM4wWW93b75qiJWilqXAKgf93U-PeYxud2evqH6YCNOjugK4GnKOfv_EpDlufxabuoHFpK9Zs2gSKR3xxTRc=s75-w75-h74
Ellie,Elephant,Female,Normal,Nature,12-May,li'l one,K.K. Ballad,Simple,Cute,Gray,Pink,beige art-deco wall,rose flooring,4132;1081;3681;3957;3951;3959;794;1042;7368;4027;3958;4069;7137,elp07,odt2kdswLHE2YMkQd,https://lh3.googleusercontent.com/docsubipk/AJV0LNtgeROc87-Q4r5GZZRlq_Z5nnBeBc-uhm-vNK0tuGVaX9bVhQKbz_4VIhz-TlZPnWBuQ7kM47EFx9jjR3OOiAtqjCLKwk_r-S_ZOtSG_0s=s75-w75-h74
Elmer,Horse,Male,Lazy,Play,5-Oct,tenderfoot,K.K. Country,Simple,Cool,Blue,White,backyard-fence wall,backyard lawn,4038;5970;7142;3675;880;1631;5972;4043;3229;1708,hrs03,LcRhQqeH8u7PboJ73,https://lh3.googleusercontent.com/docsubipk/AJV0LNvUuaRoh4UQH0TckHf6cJCGNuaImB5J8MXzvpwPKlzRaBcFIe08I-MNZRbjjWKxHsjkEZOacUuz3vOdR6sT2iSi5-QLeELr_sK5LiYeca-C=s75-w75-h74
Eloise,Elephant,Female,Snooty,Fashion,8-Dec,tooooot,K.K. Soul,Elegant,Simple,Green,Orange,yellow intricate wall,brown floral flooring,929;4052;4049;4053;4109;3275;4054;4076;3775;998;1050;3975;796,elp03,6QughAEZFkYZ5vKpw,https://lh3.googleusercontent.com/docsubipk/AJV0LNv9HRw0WYrYK09gT9lZRxAXmLTQbUcHNeX0tD4c_I0T8EYS7Up-WlrpvrwEfNzBTnuxKChp-rv2_jJuNAEReiW485E8XLmYbpCX3qlcINI=s75-w75-h74
Elvis,Lion,Male,Cranky,Education,23-Jul,unh-hunh,K.K. Casbah,Gorgeous,Elegant,Red,Black,palace wall,palace tile,5955;5956;5961;5963;5956;5963;3473;5964;8825;5959;3810,lon01,4jYpCpw9nooMZHR8s,https://lh3.googleusercontent.com/docsubipk/AJV0LNs4fKoP-AjzQMECuqy1Z6Rv7GBxVBlj5SackZoGswHxbwin3oFBDSC53Ca5L4e-ZrCMrDF4lc1ayKxfwxWTeULT7ePkCFIRxLQtilSy0OY=s75-w75-h74
Erik,Deer,Male,Lazy,Nature,27-Jul,chow down,Drivin',Simple,Simple,Beige,Red,ski-slope wall,ski-slope flooring,7281;3497;4003;3502;3505;3498;3503,der09,BJcXu5LtRBo8DdZ2v,https://lh3.googleusercontent.com/docsubipk/AJV0LNvn9XrPWTpbmCnDQmQIpLRn8Jgi5muPdROh7uCWqtqPG93j6SVt4Tme0Ev3I4sf4ilhNoqsyX_8k6BoRPNvanXEjNx8NE1KRu16QKlQMfvg=s75-w75-h74
Eugene,Koala,Male,Smug,Music,26-Oct,yeah buddy,Agent K.K.,Cool,Gorgeous,Black,Gray,office wall,monochromatic tile flooring,1232;7161;4116;7529;7529;1744;2014;1850;3672;1750;2014;1750;1870;3672;3822;1288,kal10,2XX9mSSzxEhwXMi4f,https://lh3.googleusercontent.com/docsubipk/AJV0LNvynNClZTGVJKfORcHdNEC0B6FKAoqj8SsvH19n7KVd5T7TN_fG808c1-6TVR1l-zSRQeXL8ih7vYEGRorio5uH69HIo5rvrURdyfNrKEMA=s75-w75-h74
Eunice,Sheep,Female,Normal,Fashion,3-Apr,lambchop,K.K. Disco,Simple,Elegant,Beige,Orange,blue tile wall,blue rubber flooring,1227;1227;1227;1227;1227;1227;1227;1227;7529;1802;1165;2556;7529;1227;1227;7529;1227;7529;1227;3560;4048;3431;3697;3586;1744,shp02,dbAfEFetNQpXajtch,https://lh3.googleusercontent.com/docsubipk/AJV0LNvLuC-DH7_7Mp1IYdMAJ9O0trKc1zHhYnKqMckt9ugm3KhWzPktLrP0vNdcFrjnRVgP7BZi6z040RqAu9Y22Y1ZbGCAXM-rNnwt2S6Y1JhR=s75-w75-h74
Fang,Wolf,Male,Cranky,Education,18-Dec,cha-chomp,K.K. Steppe,Simple,Cool,White,Light blue,arched-window wall,brown honeycomb tile,3957;790;2554;3956;3954;3951;1145;742;870;2561,wol06,PFvvq6NGpsRgCwg2z,https://lh3.googleusercontent.com/docsubipk/AJV0LNua6TdWfCgozXPVRWsGZ5GGp6ViVt-aLh47cHiHQlOFOyW9iLDf4p6ZkjAgO64Q_DfQGixwRHl7Lm3BUQE_FUWba-KKoD3GvEP5c-LHEos=s75-w75-h74
Fauna,Deer,Female,Normal,Nature,26-Mar,dearie,K.K. Stroll,Simple,Cute,Beige,White,red-brick wall,mint dot flooring,1557;1558;928;3251;2558;1561;4338;1565;9766;3618;915;4445;6078;5543;870,der00,kB5jGQAqkLnh8LxWy,https://lh3.googleusercontent.com/docsubipk/AJV0LNu_4EX5yDsuR9nhR7Xpi6ebazkugBLb4RNHrPovVy-xSmIfB9zKN7FSfOggviC6nri4sQfPKwTs4I7zT0wpUVgN-rZBhu0dvT25BgYAstOE=s75-w75-h74
Felicity,Cat,Female,Peppy,Fashion,30-Mar,mimimi,K.K. Stroll,Cute,Cute,Yellow,Orange,backyard-fence wall,daisy meadow,1829;1829;1631;4038;4003;1627;1626;331;1625;333;1620,cat17,ygF99DNm88JRXvKLi,https://lh3.googleusercontent.com/docsubipk/AJV0LNtYRaS_1_NKr46NuJbn5ltIIQCY_vxb5QrYwRN8BR60cKryZoT3LpVy01fdBb1EnA5tY_3eC3PJ_H16OLsXYEwNIMo3bUEvamyDV2fqlRU=s75-w75-h74
Filbert,Squirrel,Male,Lazy,Nature,3-Jun,bucko,Stale Cupcakes,Simple,Cute,Blue,White,starry-sky wall,blue dot flooring,4761;3122;6829;2605;7133;6827;7133;3584;7253;6826;5543;3438;7134;3623;6827;7258;4003;6827,squ02,ffo6sBoX9fkMB4bem,https://lh3.googleusercontent.com/docsubipk/AJV0LNsJNjk15FnELX6Im2CkKAff4uL-pu3IK70fA0CshpffRr9ZFtsHu7Ns3UMdWo7xR6yEQvbTneYpBBHgbpbSj-knUyDeIkz0WSP_Ga4k1D6R=s75-w75-h74
Flip,Monkey,Male,Jock,Music,21-Nov,rerack,K.K. Rally,Active,Simple,Blue,Yellow,cherry-blossom-trees wall,gravel flooring,10743;1185;1802;1234;6831;6831;710;2014;954;3400;4026;10742;3617;667,mnk06,ADkNZkrRxdSrfGFH8,https://lh3.googleusercontent.com/docsubipk/AJV0LNvO8S39J0yPVMV1aJuscWCd4PPhMESDewikEv-8F675wmg1syfrm_T_Z8aQ2dnzn2p0lNGFUMTZXldHA6mRJBRk5yHXOCwrIy8lbR3KLyh9=s75-w75-h74
Flo,Penguin,Female,Big Sister,Music,2-Sep,cha,Space K.K.,Cool,Gorgeous,Red,Purple,ice wall,ice flooring,7235;4015;3498;3498;4054;1929;4338;8394;3562;998;4279;928;3559;3428,pgn13,6cB5T5yZtevY6d2jp,https://lh3.googleusercontent.com/docsubipk/AJV0LNtYDkPid_PvWzw0N79rziIxliHVzgwLUe1_taWtEhizMxkigyIo5mdDzsZXoakksWMARo0uY_NdUWj4zJHCqXdsS7pu24gjRxrNgcJGtmyf=s75-w75-h74
Flora,Ostrich,Female,Peppy,Play,9-Feb,pinky,K.K. Condor,Cute,Active,Colorful,Pink,meadow vista,oasis flooring,5972;335;336;335;336;1434;4042;3697;1429,ost09,eDX52Zi7H7qifrwYm,https://lh3.googleusercontent.com/docsubipk/AJV0LNuXmC_FDGGU3U0pdLlwjriuEt5dtYRFU8i5VFJaXBY4aO7q4kPaEFJol5e1lDwhPbQ8Ya4fAPdkvTrSnctCLJaxqU0n25GaTrB44u-C-Y9x=s75-w75-h74
Flurry,Hamster,Female,Normal,Nature,30-Jan,powderpuff,Hypno K.K.,Elegant,Cute,Red,Pink,beige blossoming wall,arabesque flooring,3681;2561;2560;9766;928;3949;1798;3251;7134;3122;957;4003;2605;1081;1348,ham06,B4cpBYrewfSK3WN6M,https://lh3.googleusercontent.com/docsubipk/AJV0LNuuoeA6gG1IwsCqvaKx_fQQw6yp7fsGAttgt3witSD-TYjANN0m916nWXSKZqYqe2hTCHJYyp0o8s8UjIKjAOc22gHx7c4YOgHcVOw-nF-v=s75-w75-h74
Francine,Rabbit,Female,Snooty,Fashion,22-Jan,karat,K.K. Cruisin',Elegant,Gorgeous,Blue,Black,cute blue wall,blue dot flooring,4053;4052;4017;4030;3995;4000;3999;4002;2560;4001;6676;4338;1757;3996,rbt12,eJZX7wDRYqatmKBKr,https://lh3.googleusercontent.com/docsubipk/AJV0LNsMdnrBh6weh_XoorDjaOyoXM4H3-tdhvZryB-ZlvOOTv1i4WrlPYaDff_51UgYM_wRf2cxCJb8NrBaG-nu-iWTpW4v3LxQcce5dZgTd1_z=s75-w75-h74
Frank,Eagle,Male,Cranky,Education,30-Jul,crushy,K.K. Casbah,Gorgeous,Cool,Brown,Yellow,gray shanty wall,boxing-ring mat,4015;1452;7152;4013;833;3560;1232;787;7800,pbr06,8BgXtjz2mfGBrZwCm,https://lh3.googleusercontent.com/docsubipk/AJV0LNtoQL7M7Ljh1LD5sai8wOrZQd8YCKlNgHT9bZOfeqNNn2EhCcLiWlJrfT4ZVBoPVvz-vo6awpTAl3Ywc7HetsgG81WvqefgOJC7Pdl1eu0=s75-w75-h74
Freckles,Duck,Female,Peppy,Fashion,19-Feb,ducky,Marine Song 2001,Simple,Cute,Green,Colorful,lattice wall,bamboo flooring,4026;3943;7047;3672;3064;2274;3587;739;3583;3697;7369;3583;3615;724;7369;3699;3583;3583;4118,duk07,AcYKxih6FpRRyZDs4,https://lh3.googleusercontent.com/docsubipk/AJV0LNtCaUHPKgs5IY-E4ZpcNZixe2hU_1wnUm6DiHwmD5sSRgik0qmcqEpp86HQlWBN4tpxK3-xV4zxMLkLsVMiYOMWSVkpbAHqYCCTiwhxR-M=s75-w75-h74
Freya,Wolf,Female,Snooty,Fashion,14-Dec,uff da,Lucky K.K.,Elegant,Cool,Green,Blue,heavy-curtain wall,rose flooring,3957;3955;3950;3950;1058;4028;3958;2772;3952;742;794;4230;1652,wol05,qyoMuqvPA4Wqp3Ybn,https://lh3.googleusercontent.com/docsubipk/AJV0LNvHWGeJ5hfPn66f4_b7G-GXvVSEcMzNHOvcANQRNwo0zDQhrCGqwpiQd5RNBk5jEnBsxDyHZWbde05MwuX4uivzrNX_O0OUWy5SYBNQ18Z3=s75-w75-h74
Friga,Penguin,Female,Snooty,Fashion,16-Oct,brrrmph,Farewell,Elegant,Gorgeous,Pink,Black,white subway-tile wall,stone tile,4052;4049;4047;4053;4048;2776;4051;3683;3498;1757;4045;4046;4054;4050;929;4030;4017;4003,pgn04,uk9DGWqzxRT4TEJbm,https://lh3.googleusercontent.com/docsubipk/AJV0LNtFDWT4nXupTxWbc99FL9XWKtxxahcdZ8DEYLekXdzF_bXXKvWaTXImfPkI_PNLcDiINhDc_moclV2ACJe0MsU8VvMaxiUbF6q6cV2kO9c=s75-w75-h74
Frita,Sheep,Female,Big Sister,Music,16-Jul,oh ewe,K.K. Rockabilly,Active,Cute,Yellow,Red,pink diner wall,yellow floral flooring,791;1802;971;7392;1866;4143;4142;918;4139;954;3416,shp11,79EahCMHHzp3BwH7x,https://lh3.googleusercontent.com/docsubipk/AJV0LNu4p1zfIkeyNGQedL2Wt-mZI3ETYDkJM_TifvWK7ig2QFnvX-bfSs5mr9JxVigklc945cfwwgxE1AwfMWHrz83gNuz-EayBL8GCactu97iC=s75-w75-h74
Frobert,Frog,Male,Jock,Fitness,8-Feb,fribbit,K.K. Ragtime,Active,Simple,Blue,Colorful,green playroom wall,green vinyl flooring,3122;3438;2731;7524;4759;2560;4132;7528;3439;4756;7338;4757;4753;7454,flg02,YXidGR87Fi7mov7Po,https://lh3.googleusercontent.com/docsubipk/AJV0LNvUyW-k8a6bhQE1uVnOJ8Kp-Jgm4RpHXtjuwL39RqTnFxKVXfWILS5xcF7W5w5siRgw21LGxZX2pdudt44bEEGHgxkXbD5qkWRC3GQcx8Ds=s75-w75-h74
Fuchsia,Deer,Female,Big Sister,Music,19-Sep,precious,K.K. Rock,Cool,Cool,Pink,Pink,pink shanty wall,brown floral flooring,2554;4129;3997;3195;3995;3621;4003;849;4002;3428;3996;1644,der06,Z98WrodjQxXZAACLA,https://lh3.googleusercontent.com/docsubipk/AJV0LNspj8kPXUA3WvmRFcOmWTYyWAdrI7nSojBRqCLkdj2ywAcZaHj-tQ2KZOTcCdkA30PA1T9QzI_tvs8x5r39TRLOhoSwYxU06EeOFhcFMjk=s75-w75-h74
Gabi,Rabbit,Female,Peppy,Fashion,16-Dec,honeybun,Neapolitan,Cute,Gorgeous,Brown,Red,beaded-curtain wall,orange retro flooring,928;4017;4030;3971;1757;3439;4003;2740;2776;2713;3683;3270;3618,rbt05,WC97mFMgiZixDfcRZ,https://lh3.googleusercontent.com/docsubipk/AJV0LNuV8EQc4A14HKqgcMFyAVNxVm-TBFnqF9A0cDhWmxpV93i7qNEswgEz6FVUfRvr5U2Cu1J0GWalmX5rDMX_L_FcgD2ouc7PvSOOaRSAFETZ=s75-w75-h74
Gala,Pig,Female,Normal,Education,5-Mar,snortie,Animal City,Cute,Elegant,Pink,White,stately wall,light wood-pattern flooring,2554;7348;5931;3672;1750;3784;742;794;1165;3958;3783;9814;1850;839;839;1744;7453;3065,pig13,84NHBxaLCDPy48Xpx,https://lh3.googleusercontent.com/docsubipk/AJV0LNuIkrkwWOEOPK0zOzpvPht_32lnsHP3iSCA8xEJhwF4DBmPZ5csjIH-Y1WCYbYvV_cqolDpTiRBwDrwrbUbaTSMBYhJk3E0WEdoWH1XalUZ=s75-w75-h74
Gaston,Rabbit,Male,Cranky,Education,28-Oct,mon chou,K.K. Song,Simple,Gorgeous,Brown,Orange,ramshackle wall,ramshackle flooring,4008;717;3229;4393;7161;4038;10742;7160;5970;3697;7345,rbt04,5TXosg4PLkG4jZ3AD,https://lh3.googleusercontent.com/docsubipk/AJV0LNtFE8tHWsPp2C_1ZQNp96cTE67UmDdaORmPrK7kI6u3BA7-RbW-5_b3KLX_js4zo4wEn_Pwy-CnHisvpNpjE0Kn_2NAaKlepplRzfK-9uw=s75-w75-h74
Gayle,Alligator,Female,Normal,Nature,17-May,snacky,Bubblegum K.K.,Cute,Cute,Pink,White,pink quilt wall,pine-board flooring,3995;3624;3999;4001;3998;2561;7134;3996;1870;4000;4003,crd07,HY5swi9u3np5LyR8Q,https://lh3.googleusercontent.com/docsubipk/AJV0LNuQ54TDlNQQpHzHfNcg0sH0F7ayts_bkqsoTkBzA1ZBUkBDpTNIVHLNuPHywr997KxKF76j9vZDqBbirKOT5THeRbbto_zYTqh5uXCAq8xB=s75-w75-h74
Genji,Rabbit,Male,Jock,Fitness,21-Jan,mochi,King K.K.,Elegant,Simple,Green,Purple,gold-screen wall,mossy-garden flooring,3580;7393;6031;716;710;7282;5976;677;7391;725,rbt08,zFPwakzpAr8fmL4FM,https://lh3.googleusercontent.com/docsubipk/AJV0LNs8cgy6LZXaT6IDcfJ0yYboFFnkZQc6vMp8fkN3Pm_qcCq4GMze2XfKEw7BKShPD9fw83QcP3nQGiJ0t4KxlBgd8K3EHkxeiWkSBuJnVih4=s75-w75-h74
Gigi,Frog,Female,Snooty,Fashion,11-Aug,ribbette,K.K. Swing,Gorgeous,Elegant,Black,White,purple-rose wall,purple desert-tile flooring,7235;3683;998;4080;4015;1227;3951;4048;794;10244;3428,flg16,QX93pNfztrLZvLxdC,https://lh3.googleusercontent.com/docsubipk/AJV0LNsqw5f-j7LfkQZPCWyK97ZB6qSFCTqtmTw9JQ5oqRtqPimYnZ-HLFaKi9dH2xmMXO3sCvhTDfeXfQZrqrZJ1g9ZAM-USuLz927TFTtbKftE=s75-w75-h74
Gladys,Ostrich,Female,Normal,Education,15-Jan,stretch,K.K. Folk,Elegant,Cute,Green,Pink,shoji screen,tatami,4033;7047;7865;7682;1029;725;3230;7048;7681,ost01,ZSLn6jgRc5W4oZA4f,https://lh3.googleusercontent.com/docsubipk/AJV0LNuOCnHjZQ7TtYJTQuSt4IzjMRMIwYkdgwhnc25sInLeAejIE0hFvsemnmLK3g5wyE-gvH5MfdDoikk8WXeCAJM2pSub9482MNDIdse2HaqR=s75-w75-h74
